Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Agricultural_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,ED_Total_Beds,Hospital_Total_Beds,Total_Patients_in_ED,Patients_Waiting_for_Admit_Bed,Longest_Admit_Wait_Time_Minutes,Admitted_Patients_Waiting_in_ED,ED_Respirators_in_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Migrant_Laborer_Patient_%,Agricultural_Trauma_Patient_%,Toxicology_Animal_Bite_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
2017-09-21,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,163,77,15,100,78,41,164,37,1,82,80.0,13,27,Pesticide Exposure (Mild),7.7,41.1,16.4,26.2,2.1,2.3,2.9,342,Dry Cold,27.8
2017-09-21,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,17,28,3,10,4,1,24,0,0,8,54.6,1,5,Routine Antenatal / Minor Infection / General Checkup,2.1,38.2,16.6,36.3,31.7,11.5,3.1,110,Clear / Pleasant,27.3
2017-09-22,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,203,87,15,100,46,20,168,15,2,84,81.5,12,41,Minor Farm Trauma,4.7,55.8,23.7,21.4,31.9,19.8,3.9,260,Light Rain,34.2
2017-09-22,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,36,82,3,10,12,5,116,3,0,116,92.1,1,7,Viral Fever,2.1,51.2,16.0,21.3,5.3,5.5,13.1,308,Light Rain,22.6
2017-09-23,Big Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,324,141,15,100,92,45,732,28,6,366,96.2,17,25,Severe Heatstroke / Thresher Accidents,11.6,37.6,20.5,22.5,19.2,23.1,3.1,222,Extreme Heatwave (Harvesting),40.1
2017-09-23,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,19,36,3,10,5,2,38,1,1,19,48.4,3,7,Routine Antenatal / Minor Infection / General Checkup,0.7,54.4,22.7,35.2,2.8,4.6,2.8,76,Clear / Pleasant,29.3
2017-09-24,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,63,14,15,100,25,1,21,0,2,21,33.6,10,39,Routine Antenatal / Minor Infection / General Checkup,8.4,52.3,34.8,16.3,7.4,5.3,1.2,55,Clear / Pleasant,22.3
2017-09-24,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,11,21,3,10,3,2,14,1,0,14,37.1,2,8,Routine Antenatal / Minor Infection / General Checkup,4.9,32.3,33.2,33.9,2.9,2.6,2.6,108,Clear / Pleasant,29.9
2017-09-25,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,124,38,15,100,55,1,21,0,4,7,48.7,11,38,Routine Antenatal / Minor Infection / General Checkup,9.7,53.6,21.1,37.2,21.2,24.1,3.6,110,Clear / Pleasant,29.7
2017-09-25,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,33,24,3,10,12,2,34,1,1,17,51.9,1,3,Routine Antenatal / Minor Infection / General Checkup,3.0,31.0,18.3,18.8,10.0,2.8,16.5,77,Clear / Pleasant,24.9
2017-09-26,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,246,94,15,100,93,35,71,34,1,71,81.2,12,28,Viral Fever,2.2,50.4,16.1,29.0,35.1,13.8,1.7,224,Dust Storm,29.9
2017-09-26,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,31,9,3,10,7,2,72,1,0,24,34.8,2,4,Routine Antenatal / Minor Infection / General Checkup,1.3,43.0,33.9,33.5,17.6,19.4,2.4,127,Clear / Pleasant,25.0
2017-09-27,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,61,20,15,100,18,1,50,0,3,25,35.6,20,27,Routine Antenatal / Minor Infection / General Checkup,4.2,45.5,24.5,33.9,4.9,3.8,18.7,98,Clear / Pleasant,24.9
2017-09-27,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,26,41,3,10,6,0,31,0,1,31,33.2,3,6,Routine Antenatal / Minor Infection / General Checkup,0.5,50.6,24.8,29.4,9.1,7.7,2.1,70,Clear / Pleasant,28.5
2017-09-28,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,214,73,15,100,103,38,165,27,4,55,82.1,12,39,Minor Farm Trauma,11.4,53.0,26.2,30.6,6.5,3.6,4.6,304,Light Rain,17.4
2017-09-28,Small Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,73,162,3,10,24,18,879,12,1,293,98.2,2,8,Severe COPD / Asthma (Stubble Smoke),4.0,60.0,29.4,22.5,31.5,18.8,2.3,609,Heavy Smog / Post-Harvest Burning,18.1
2017-09-29,Big Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,216,59,15,100,70,36,318,31,1,106,77.6,20,49,Pesticide Exposure (Mild),6.4,52.3,17.1,35.8,3.6,5.4,14.4,324,Dry Cold,29.0
2017-09-29,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,44,86,3,10,16,9,120,5,0,120,73.7,1,7,Gastroenteritis,2.6,42.1,21.0,23.3,35.5,15.1,3.8,299,Warm/Humid,33.4
2017-09-30,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,135,8,15,100,56,0,22,0,1,11,67.3,12,41,Routine Antenatal / Minor Infection / General Checkup,12.5,43.2,23.4,34.5,35.7,13.0,4.8,149,Clear / Pleasant,26.4
2017-09-30,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,33,10,3,10,13,2,22,1,1,11,48.8,1,4,Routine Antenatal / Minor Infection / General Checkup,3.6,56.9,30.5,22.9,4.1,7.3,14.2,83,Clear / Pleasant,22.1
2017-10-01,Big Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,246,92,15,100,50,20,144,16,4,48,77.0,14,49,Gastroenteritis,6.0,45.9,34.3,38.7,25.3,11.9,4.1,279,Dust Storm,41.9
2017-10-01,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,34,44,3,10,16,0,24,0,0,12,35.5,2,8,Routine Antenatal / Minor Infection / General Checkup,3.5,46.3,15.6,20.3,23.6,18.9,1.8,60,Clear / Pleasant,23.7
2017-10-02,Big Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,153,52,15,100,60,36,94,30,1,94,83.5,11,43,Gastroenteritis,14.7,58.6,15.3,15.2,28.2,18.0,4.1,193,Light Rain,22.7
2017-10-02,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,25,29,3,10,7,0,58,0,1,29,63.1,1,4,Routine Antenatal / Minor Infection / General Checkup,0.5,31.5,29.6,17.5,16.1,12.6,2.1,66,Clear / Pleasant,23.0
2017-10-03,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,140,27,15,100,51,0,22,0,4,22,47.1,19,50,Routine Antenatal / Minor Infection / General Checkup,10.1,38.7,32.4,25.5,4.5,4.2,2.8,64,Clear / Pleasant,25.8
2017-10-03,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,33,17,3,10,7,2,48,1,1,16,43.5,1,7,Routine Antenatal / Minor Infection / General Checkup,3.2,31.3,31.5,30.7,22.9,13.4,4.6,117,Clear / Pleasant,29.9
2017-10-04,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,130,44,15,100,63,0,105,0,2,35,41.4,13,43,Routine Antenatal / Minor Infection / General Checkup,11.6,54.3,17.6,23.5,30.7,19.1,3.4,62,Clear / Pleasant,24.8
2017-10-04,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,26,18,3,10,10,2,69,1,1,23,30.8,1,7,Routine Antenatal / Minor Infection / General Checkup,2.4,54.7,34.3,37.3,37.0,14.5,3.7,128,Clear / Pleasant,21.5
2017-10-05,Big Rural (Delhi Outskirts),Extremely Busy,8,Off-Season / Sowing,363,120,15,100,164,120,1377,91,3,459,97.4,10,23,Snakebite / Waterborne (Cholera/Typhoid),12.1,58.6,23.4,20.6,3.2,5.2,10.0,59,Heavy Monsoon / Flooded Fields,29.9
2017-10-05,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,56,100,3,10,25,16,74,9,0,74,81.0,2,4,Pesticide Exposure (Mild),4.5,34.5,33.5,22.7,2.8,3.7,19.6,324,Dry Cold,38.2
2017-10-06,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,55,48,15,100,15,0,19,0,3,19,66.1,14,26,Routine Antenatal / Minor Infection / General Checkup,6.6,42.3,32.1,36.6,7.6,2.7,18.2,65,Clear / Pleasant,21.2
2017-10-06,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,28,13,3,10,11,2,26,1,0,13,61.3,3,4,Routine Antenatal / Minor Infection / General Checkup,0.4,49.1,34.8,27.4,9.0,3.1,12.0,88,Clear / Pleasant,27.9
2017-10-07,Big Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,228,80,15,100,69,34,166,22,2,83,73.0,13,32,Gastroenteritis,14.7,32.1,34.5,20.0,24.3,15.0,4.4,240,Dust Storm,10.8
2017-10-07,Small Rural (Delhi Outskirts),Slightly Busy,11,Active Harvest Season,55,53,3,10,15,6,336,5,0,112,78.1,3,3,Gastroenteritis,3.7,34.1,32.0,16.7,22.6,18.4,2.6,155,Dry Cold,39.3
2017-10-08,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,94,7,15,100,28,2,20,1,4,20,52.7,20,31,Routine Antenatal / Minor Infection / General Checkup,9.3,55.1,30.5,33.8,18.1,14.9,4.3,71,Clear / Pleasant,21.1
2017-10-08,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,29,42,3,10,6,1,18,0,0,18,60.2,1,7,Routine Antenatal / Minor Infection / General Checkup,2.6,42.9,29.6,34.8,17.6,14.4,1.7,71,Clear / Pleasant,23.4
2017-10-09,Big Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,238,62,15,100,99,47,73,29,1,73,77.7,16,40,Gastroenteritis,12.1,41.9,34.9,31.8,5.9,4.3,1.1,164,Dust Storm,14.4
2017-10-09,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,16,23,3,10,7,1,66,0,1,22,52.3,3,4,Routine Antenatal / Minor Infection / General Checkup,0.9,36.5,19.7,19.4,6.8,7.8,3.2,70,Clear / Pleasant,27.8
2017-10-10,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,71,26,15,100,20,2,81,1,2,27,61.9,13,26,Routine Antenatal / Minor Infection / General Checkup,12.6,34.0,33.0,27.5,5.7,2.7,4.1,115,Clear / Pleasant,25.4
2017-10-10,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,28,27,3,10,8,2,48,1,0,24,50.3,2,7,Routine Antenatal / Minor Infection / General Checkup,4.7,45.3,27.1,36.1,9.3,7.0,10.7,52,Clear / Pleasant,21.3
2017-10-11,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,133,6,15,100,42,1,66,0,1,33,59.7,10,26,Routine Antenatal / Minor Infection / General Checkup,7.9,56.3,21.6,25.5,8.1,5.4,16.6,130,Clear / Pleasant,20.8
2017-10-11,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,36,82,3,10,7,4,171,2,0,57,87.8,3,5,Minor Farm Trauma,2.2,58.7,22.3,19.2,6.0,6.0,8.1,307,Warm/Humid,17.7
2017-10-12,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,111,17,15,100,31,1,44,0,4,22,39.2,10,46,Routine Antenatal / Minor Infection / General Checkup,12.4,31.3,16.0,23.5,10.0,6.1,2.7,150,Clear / Pleasant,31.1
2017-10-12,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,11,25,3,10,5,2,12,1,0,6,44.7,3,4,Routine Antenatal / Minor Infection / General Checkup,0.7,58.4,22.5,35.4,5.4,3.9,16.0,125,Clear / Pleasant,31.2
2017-10-13,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,73,40,15,100,28,2,36,1,3,36,63.1,20,26,Routine Antenatal / Minor Infection / General Checkup,8.0,31.4,27.1,27.3,8.8,7.3,3.7,123,Clear / Pleasant,22.3
2017-10-13,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,33,45,3,10,13,1,17,0,0,17,46.5,1,5,Routine Antenatal / Minor Infection / General Checkup,2.4,38.6,30.3,38.3,3.4,3.6,1.8,94,Clear / Pleasant,23.3
2017-10-14,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,186,60,15,100,68,27,230,16,3,115,79.1,16,50,Pesticide Exposure (Mild),11.3,35.6,16.4,18.1,8.1,6.7,2.7,274,Dust Storm,40.9
2017-10-14,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,25,28,3,10,6,1,76,0,1,38,49.5,3,8,Routine Antenatal / Minor Infection / General Checkup,1.8,53.7,35.0,38.8,35.9,18.9,3.0,62,Clear / Pleasant,21.1
2017-10-15,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,94,0,15,100,20,1,18,0,1,6,39.2,15,29,Routine Antenatal / Minor Infection / General Checkup,4.5,58.7,28.2,23.7,19.3,17.2,4.3,94,Clear / Pleasant,29.9
2017-10-15,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,33,46,3,10,16,2,36,1,1,12,43.3,3,5,Routine Antenatal / Minor Infection / General Checkup,0.8,44.8,32.2,29.7,7.2,4.2,18.0,108,Clear / Pleasant,30.2
2017-10-16,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,143,24,15,100,58,2,114,1,2,38,53.4,11,45,Routine Antenatal / Minor Infection / General Checkup,5.3,31.3,33.0,24.7,5.9,3.0,3.4,58,Clear / Pleasant,22.0
2017-10-16,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,53,91,3,10,23,8,49,7,0,49,76.3,3,4,Minor Farm Trauma,5.0,32.5,19.1,31.4,2.1,2.3,2.2,262,Dry Cold,21.6
2017-10-17,Big Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,235,91,15,100,60,33,198,20,3,99,91.6,15,31,Minor Farm Trauma,4.0,47.5,23.3,16.1,6.7,5.5,17.8,183,Light Rain,21.5
2017-10-17,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,39,92,3,10,8,3,119,1,1,119,87.3,3,6,Minor Farm Trauma,4.3,46.2,24.0,39.3,5.1,4.0,2.5,349,Warm/Humid,15.5
2017-10-18,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,86,40,15,100,21,0,48,0,2,16,68.4,14,33,Routine Antenatal / Minor Infection / General Checkup,8.0,51.0,29.7,23.2,2.2,3.8,2.7,124,Clear / Pleasant,30.7
2017-10-18,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,22,33,3,10,5,1,57,0,0,19,59.7,2,7,Routine Antenatal / Minor Infection / General Checkup,3.7,33.1,24.6,37.5,22.6,22.4,1.3,127,Clear / Pleasant,27.3
2017-10-19,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,89,13,15,100,35,1,63,0,2,21,55.2,20,46,Routine Antenatal / Minor Infection / General Checkup,6.8,51.6,26.4,34.2,35.9,20.4,1.3,96,Clear / Pleasant,29.0
2017-10-19,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,39,57,3,10,11,5,249,4,1,83,84.1,2,3,Pesticide Exposure (Mild),4.5,43.5,17.3,38.1,6.4,3.7,14.2,318,Light Rain,21.1
2017-10-20,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,223,86,15,100,101,55,345,41,4,115,71.0,20,26,Pesticide Exposure (Mild),11.1,40.7,33.0,32.3,9.6,5.8,1.8,339,Dry Cold,38.2
2017-10-20,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,50,68,3,10,20,10,150,9,0,50,88.9,1,4,Gastroenteritis,2.4,38.2,22.0,22.3,7.3,2.7,3.4,288,Light Rain,10.7
2017-10-21,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,53,36,15,100,14,1,36,0,2,18,66.3,12,27,Routine Antenatal / Minor Infection / General Checkup,4.9,58.5,17.2,21.9,4.4,2.8,8.4,87,Clear / Pleasant,28.2
2017-10-21,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,43,84,3,10,16,6,264,4,1,88,78.8,1,3,Viral Fever,4.3,57.2,22.8,39.1,26.8,13.3,3.9,287,Dust Storm,23.9
2017-10-22,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,58,13,15,100,17,0,56,0,1,28,32.9,13,29,Routine Antenatal / Minor Infection / General Checkup,2.4,55.1,32.8,18.2,5.0,4.9,3.3,115,Clear / Pleasant,25.3
2017-10-22,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,33,50,3,10,11,1,105,0,0,35,45.1,1,8,Routine Antenatal / Minor Infection / General Checkup,4.2,57.0,17.1,38.8,19.4,23.6,1.9,59,Clear / Pleasant,25.7
2017-10-23,Big Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,245,64,15,100,51,24,135,15,2,45,93.9,20,31,Minor Farm Trauma,9.3,58.3,15.4,35.2,4.5,3.1,2.2,315,Dry Cold,23.0
2017-10-23,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,54,65,3,10,17,10,189,6,1,63,92.5,2,4,Gastroenteritis,4.9,43.7,25.6,31.2,5.3,4.9,10.7,234,Warm/Humid,22.0
2017-10-24,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,173,98,15,100,82,46,249,43,3,83,93.7,17,32,Pesticide Exposure (Mild),8.9,40.1,20.8,21.1,8.1,2.0,4.5,327,Light Rain,11.5
2017-10-24,Small Rural (Delhi Outskirts),Extremely Busy,8,Off-Season / Sowing,82,116,3,10,33,16,626,10,1,313,97.4,2,7,Snakebite / Waterborne (Cholera/Typhoid),2.0,32.3,22.9,30.1,5.9,6.0,10.9,107,Heavy Monsoon / Flooded Fields,28.7
2017-10-25,Big Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,394,191,15,100,143,72,221,51,4,221,98.6,17,25,Severe Heatstroke / Thresher Accidents,12.5,55.9,29.3,38.9,31.9,21.6,4.5,282,Extreme Heatwave (Harvesting),46.3
2017-10-25,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,51,93,3,10,14,5,165,3,1,55,89.7,3,7,Minor Farm Trauma,2.8,45.0,29.9,38.9,38.4,18.2,1.7,344,Light Rain,25.8
2017-10-26,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,73,28,15,100,20,0,12,0,1,12,63.0,16,49,Routine Antenatal / Minor Infection / General Checkup,11.9,35.4,16.4,25.9,5.5,5.0,15.3,99,Clear / Pleasant,31.1
2017-10-26,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,45,94,3,10,13,6,108,4,0,54,80.4,2,7,Minor Farm Trauma,2.9,36.4,30.2,34.8,28.6,12.1,3.0,340,Warm/Humid,34.1
2017-10-27,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,365,156,15,100,93,67,421,54,3,421,95.2,12,15,Severe COPD / Asthma (Stubble Smoke),8.7,48.4,21.5,18.0,20.2,11.3,1.6,737,Heavy Smog / Post-Harvest Burning,15.8
2017-10-27,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,43,57,3,10,13,6,258,3,0,86,78.2,1,8,Viral Fever,3.6,46.9,29.2,37.6,9.2,7.1,4.2,333,Dry Cold,37.0
2017-10-28,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,174,81,15,100,74,52,194,50,3,97,92.8,12,29,Viral Fever,9.2,34.0,16.2,26.5,9.4,4.4,3.0,202,Warm/Humid,18.7
2017-10-28,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,33,34,3,10,8,1,33,0,0,33,31.1,2,4,Routine Antenatal / Minor Infection / General Checkup,3.8,40.2,18.3,35.9,8.3,5.9,2.3,66,Clear / Pleasant,31.3
2017-10-29,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,232,97,15,100,65,27,174,22,4,87,91.5,20,37,Pesticide Exposure (Mild),5.9,45.4,19.5,26.2,4.4,3.1,2.2,250,Warm/Humid,24.7
2017-10-29,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,28,33,3,10,8,0,27,0,0,27,60.9,2,5,Routine Antenatal / Minor Infection / General Checkup,4.6,40.2,22.2,20.0,9.7,5.0,3.2,130,Clear / Pleasant,30.3
2017-10-30,Big Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,120,46,15,100,50,2,36,1,2,18,64.4,14,32,Routine Antenatal / Minor Infection / General Checkup,5.3,39.9,28.1,37.5,9.6,2.6,19.7,101,Clear / Pleasant,20.5
2017-10-30,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,10,3,3,10,4,1,40,0,1,40,55.4,2,5,Routine Antenatal / Minor Infection / General Checkup,1.8,56.2,15.4,37.9,28.0,11.7,1.1,71,Clear / Pleasant,29.4
2017-10-31,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,166,92,15,100,55,39,228,38,2,76,93.3,12,42,Pesticide Exposure (Mild),6.7,50.1,21.7,32.7,9.5,2.2,3.4,288,Dust Storm,36.2
2017-10-31,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,30,6,3,10,6,2,78,1,1,39,34.1,3,5,Routine Antenatal / Minor Infection / General Checkup,4.2,33.7,24.6,16.3,8.4,8.0,3.7,94,Clear / Pleasant,31.0
2017-11-01,Big Rural (Delhi Outskirts),Extremely Busy,10,Active Harvest Season,341,102,15,100,131,86,1005,64,6,335,99.5,6,15,Severe COPD / Asthma (Stubble Smoke),12.4,47.7,28.8,37.8,21.6,24.5,1.9,581,Heavy Smog / Post-Harvest Burning,20.5
2017-11-01,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,27,19,3,10,8,0,6,0,1,6,30.9,2,3,Routine Antenatal / Minor Infection / General Checkup,2.1,37.9,20.8,23.1,31.6,15.4,2.3,62,Clear / Pleasant,28.5
2017-11-02,Big Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,180,97,15,100,78,29,90,18,1,45,81.8,11,50,Gastroenteritis,6.9,47.4,25.4,30.6,33.5,13.8,2.5,183,Warm/Humid,15.6
2017-11-02,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,41,78,3,10,18,7,168,4,1,84,76.3,1,5,Minor Farm Trauma,2.2,53.8,17.6,34.9,9.1,2.5,3.1,232,Light Rain,38.6
2017-11-03,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,143,21,15,100,58,0,35,0,4,35,49.3,15,40,Routine Antenatal / Minor Infection / General Checkup,7.7,33.6,23.7,21.9,22.8,18.3,4.1,76,Clear / Pleasant,20.9
2017-11-03,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,50,100,3,10,24,12,183,9,0,61,90.0,1,3,Minor Farm Trauma,3.1,39.4,17.1,39.5,24.8,14.0,3.2,157,Light Rain,32.0
2017-11-04,Big Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,87,29,15,100,17,0,68,0,4,34,34.2,17,33,Routine Antenatal / Minor Infection / General Checkup,8.9,33.3,29.2,27.8,4.2,3.3,15.9,77,Clear / Pleasant,24.4
2017-11-04,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,23,25,3,10,10,0,24,0,1,8,49.4,2,4,Routine Antenatal / Minor Infection / General Checkup,3.8,54.7,18.0,35.9,9.3,3.4,4.2,55,Clear / Pleasant,21.7
2017-11-05,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,232,65,15,100,92,43,279,28,4,93,83.6,18,40,Gastroenteritis,10.4,54.2,16.7,27.3,2.7,5.3,1.9,269,Warm/Humid,16.1
2017-11-05,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,28,0,3,10,10,2,117,1,0,39,65.2,1,4,Routine Antenatal / Minor Infection / General Checkup,0.8,51.6,29.8,36.5,2.4,7.0,2.3,60,Clear / Pleasant,23.1
2017-11-06,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,227,59,15,100,71,44,190,43,1,95,79.8,12,46,Viral Fever,9.4,59.8,24.0,26.1,39.7,24.6,4.3,291,Warm/Humid,15.4
2017-11-06,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,12,28,3,10,5,1,80,0,1,40,34.3,2,5,Routine Antenatal / Minor Infection / General Checkup,4.9,32.6,21.4,32.0,5.2,5.1,1.6,108,Clear / Pleasant,23.8
2017-11-07,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,111,1,15,100,24,0,93,0,2,31,33.5,10,37,Routine Antenatal / Minor Infection / General Checkup,9.4,33.2,21.2,34.3,33.1,23.5,4.7,136,Clear / Pleasant,21.4
2017-11-07,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,53,99,3,10,22,11,154,8,0,77,72.8,1,4,Minor Farm Trauma,0.0,48.9,19.3,15.8,4.2,3.1,1.2,216,Light Rain,33.4
2017-11-08,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,159,57,15,100,34,13,183,7,2,61,80.0,13,42,Gastroenteritis,6.2,51.7,24.9,16.1,15.4,18.6,2.4,222,Warm/Humid,26.0
2017-11-08,Small Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,45,73,3,10,9,5,49,4,1,49,92.6,1,6,Viral Fever,4.3,55.0,28.8,32.1,6.3,7.8,1.0,299,Light Rain,20.8
2017-11-09,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,114,43,15,100,54,1,58,0,1,29,52.5,10,29,Routine Antenatal / Minor Infection / General Checkup,4.1,38.0,20.7,29.6,37.2,17.3,4.6,142,Clear / Pleasant,29.2
2017-11-09,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,17,33,3,10,8,0,39,0,0,13,30.5,3,6,Routine Antenatal / Minor Infection / General Checkup,2.9,56.4,22.7,26.6,4.1,7.8,1.7,140,Clear / Pleasant,27.3
2017-11-10,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,184,82,15,100,74,45,135,44,2,45,88.9,19,50,Pesticide Exposure (Mild),8.0,39.3,18.1,27.5,8.6,5.3,2.1,188,Dry Cold,13.6
2017-11-10,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,58,98,3,10,11,6,285,5,1,95,91.6,1,6,Pesticide Exposure (Mild),2.8,37.4,25.2,39.4,4.5,4.8,14.5,182,Warm/Humid,30.7
2017-11-11,Big Rural (Delhi Outskirts),Extremely Busy,8,Off-Season / Sowing,361,172,15,100,126,87,814,81,3,407,95.8,19,48,Snakebite / Waterborne (Cholera/Typhoid),6.4,52.6,22.7,33.1,6.1,8.0,10.2,74,Heavy Monsoon / Flooded Fields,33.7
2017-11-11,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,38,81,3,10,7,3,198,2,0,99,80.0,2,7,Pesticide Exposure (Mild),4.6,48.3,23.8,30.0,5.1,4.3,8.3,167,Warm/Humid,39.1
